gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	gene	B cells Memory	CAFs MSC iCAF-like s1	CAFs MSC iCAF-like s2	CAFs myCAF like s4	CAFs myCAF like s5	Cancer Basal SC_0	Cancer Basal SC_1	Cancer Basal SC_2	Cancer Cycling_0	Cancer Cycling_1	Cancer Cycling_2	Cancer Her2 SC_0	Cancer Her2 SC_1	Cancer Her2 SC_2	Cancer LumA SC_0	Cancer LumA SC_1	Cancer LumA SC_2	Cancer LumB SC_1	Cancer LumB SC_2	Cycling PVL	Cycling_Myeloid	Endothelial ACKR1	Endothelial CXCL12	Endothelial Lymphatic LYVE1	Endothelial RGS5	G0_arrested	Luminal Progenitors_0	Luminal Progenitors_1	Luminal Progenitors_2	Mature Luminal_0	Mature Luminal_1	Mature Luminal_2	Myeloid_c0_DC_LAMP3	Myeloid_c10_Macrophage_1_EGR1	Myeloid_c11_cDC2_CD1C	Myeloid_c12_Monocyte_1_IL1B	Myeloid_c1_LAM1_FABP5	Myeloid_c2_LAM2_APOE	Myeloid_c3_cDC1_CLEC9A	Myeloid_c4_DCs_pDC_IRF7	Myeloid_c5_Macrophage_3_SIGLEC1	Myeloid_c8_Monocyte_2_S100A9	Myeloid_c9_Macrophage_2_CXCL10	Myoepithelial_0	Myoepithelial_2	PVL Differentiated s3	PVL Immature s1	PVL_Immature s2	Plasmablasts	T_cells_c11_MKI67	T_cells_c2_CD4+_T-regs_FOXP3	T_cells_c5_CD8+_GZMK	T_cells_c6_IFIT1
SLC1A7	O00341	True	EAA5_HUMAN	Glutamate_byGLS2_and_SLC1A7	CPI-CS0180815DB	SLC1A7	0.0	0.004	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.002	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.001	0.0
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC17A7	CPI-CS07CF0C9B9	GLS2	0.0	0.009	0.0	0.0	0.002	0.0	0.0	0.005	0.0	0.002	0.002	0.0	0.002	0.001	0.0	0.002	0.0	0.002	0.0	0.0	0.0	0.008	0.012	0.0	0.0	0.002	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.0	0.021	0.0	0.0	0.004	0.0	0.0	0.006	0.01
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC17A7	CPI-CS0FBD9A478	GLS2	0.0	0.009	0.0	0.0	0.002	0.0	0.0	0.005	0.0	0.002	0.002	0.0	0.002	0.001	0.0	0.002	0.0	0.002	0.0	0.0	0.0	0.008	0.012	0.0	0.0	0.002	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.0	0.021	0.0	0.0	0.004	0.0	0.0	0.006	0.01
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC17A7	CPI-CS08AE2D9A9	GLS2	0.0	0.009	0.0	0.0	0.002	0.0	0.0	0.005	0.0	0.002	0.002	0.0	0.002	0.001	0.0	0.002	0.0	0.002	0.0	0.0	0.0	0.008	0.012	0.0	0.0	0.002	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.0	0.021	0.0	0.0	0.004	0.0	0.0	0.006	0.01
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC17A7	CPI-CS0940331BF	GLS2	0.0	0.009	0.0	0.0	0.002	0.0	0.0	0.005	0.0	0.002	0.002	0.0	0.002	0.001	0.0	0.002	0.0	0.002	0.0	0.0	0.0	0.008	0.012	0.0	0.0	0.002	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.0	0.021	0.0	0.0	0.004	0.0	0.0	0.006	0.01
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC17A7	CPI-CC032282108	GLS2	0.0	0.009	0.0	0.0	0.002	0.0	0.0	0.005	0.0	0.002	0.002	0.0	0.002	0.001	0.0	0.002	0.0	0.002	0.0	0.0	0.0	0.008	0.012	0.0	0.0	0.002	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.0	0.021	0.0	0.0	0.004	0.0	0.0	0.006	0.01
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC17A7	CPI-CC08CAFBA94	GLS2	0.0	0.009	0.0	0.0	0.002	0.0	0.0	0.005	0.0	0.002	0.002	0.0	0.002	0.001	0.0	0.002	0.0	0.002	0.0	0.0	0.0	0.008	0.012	0.0	0.0	0.002	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.0	0.021	0.0	0.0	0.004	0.0	0.0	0.006	0.01
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC17A7	CPI-CS0D1DC5DFD	GLS2	0.0	0.009	0.0	0.0	0.002	0.0	0.0	0.005	0.0	0.002	0.002	0.0	0.002	0.001	0.0	0.002	0.0	0.002	0.0	0.0	0.0	0.008	0.012	0.0	0.0	0.002	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.0	0.021	0.0	0.0	0.004	0.0	0.0	0.006	0.01
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC17A7	CPI-CC00FD66B07	GLS2	0.0	0.009	0.0	0.0	0.002	0.0	0.0	0.005	0.0	0.002	0.002	0.0	0.002	0.001	0.0	0.002	0.0	0.002	0.0	0.0	0.0	0.008	0.012	0.0	0.0	0.002	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.0	0.021	0.0	0.0	0.004	0.0	0.0	0.006	0.01
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC17A7	CPI-CC032B985F7	GLS2	0.0	0.009	0.0	0.0	0.002	0.0	0.0	0.005	0.0	0.002	0.002	0.0	0.002	0.001	0.0	0.002	0.0	0.002	0.0	0.0	0.0	0.008	0.012	0.0	0.0	0.002	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.0	0.021	0.0	0.0	0.004	0.0	0.0	0.006	0.01
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC17A7	CPI-CC0FE97618B	GLS2	0.0	0.009	0.0	0.0	0.002	0.0	0.0	0.005	0.0	0.002	0.002	0.0	0.002	0.001	0.0	0.002	0.0	0.002	0.0	0.0	0.0	0.008	0.012	0.0	0.0	0.002	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.0	0.021	0.0	0.0	0.004	0.0	0.0	0.006	0.01
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC17A7	CPI-CC0B845D70B	GLS2	0.0	0.009	0.0	0.0	0.002	0.0	0.0	0.005	0.0	0.002	0.002	0.0	0.002	0.001	0.0	0.002	0.0	0.002	0.0	0.0	0.0	0.008	0.012	0.0	0.0	0.002	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.0	0.021	0.0	0.0	0.004	0.0	0.0	0.006	0.01
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC17A7	CPI-CC0AA96E404	GLS2	0.0	0.009	0.0	0.0	0.002	0.0	0.0	0.005	0.0	0.002	0.002	0.0	0.002	0.001	0.0	0.002	0.0	0.002	0.0	0.0	0.0	0.008	0.012	0.0	0.0	0.002	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.0	0.021	0.0	0.0	0.004	0.0	0.0	0.006	0.01
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC17A7	CPI-CS0EC77FC9C	GLS2	0.0	0.009	0.0	0.0	0.002	0.0	0.0	0.005	0.0	0.002	0.002	0.0	0.002	0.001	0.0	0.002	0.0	0.002	0.0	0.0	0.0	0.008	0.012	0.0	0.0	0.002	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.0	0.021	0.0	0.0	0.004	0.0	0.0	0.006	0.01
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC17A7	CPI-CS09CFDCF78	GLS2	0.0	0.009	0.0	0.0	0.002	0.0	0.0	0.005	0.0	0.002	0.002	0.0	0.002	0.001	0.0	0.002	0.0	0.002	0.0	0.0	0.0	0.008	0.012	0.0	0.0	0.002	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.0	0.021	0.0	0.0	0.004	0.0	0.0	0.006	0.01
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC17A7	CPI-CS00A95D069	GLS2	0.0	0.009	0.0	0.0	0.002	0.0	0.0	0.005	0.0	0.002	0.002	0.0	0.002	0.001	0.0	0.002	0.0	0.002	0.0	0.0	0.0	0.008	0.012	0.0	0.0	0.002	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.0	0.021	0.0	0.0	0.004	0.0	0.0	0.006	0.01
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A1	CPI-CS0E5DBD27E	GLS2	0.029	0.009	0.0	0.0	0.009	0.017	0.002	0.012	0.0	0.012	0.015	0.0	0.0	0.001	0.0	0.039	0.0	0.019	0.057	0.0	0.0	0.017	0.017	0.0	0.006	0.018	0.026	0.004	0.0	0.0	0.091	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.002	0.036	0.0	0.021	0.0	0.005	0.006	0.0	0.0	0.015	0.012
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A1	CPI-CS0899E9304	GLS2	0.029	0.009	0.0	0.0	0.009	0.017	0.002	0.012	0.0	0.012	0.015	0.0	0.0	0.001	0.0	0.039	0.0	0.019	0.057	0.0	0.0	0.017	0.017	0.0	0.006	0.018	0.026	0.004	0.0	0.0	0.091	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.002	0.036	0.0	0.021	0.0	0.005	0.006	0.0	0.0	0.015	0.012
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A1	CPI-CS06451E34A	GLS2	0.029	0.009	0.0	0.0	0.009	0.017	0.002	0.012	0.0	0.012	0.015	0.0	0.0	0.001	0.0	0.039	0.0	0.019	0.057	0.0	0.0	0.017	0.017	0.0	0.006	0.018	0.026	0.004	0.0	0.0	0.091	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.002	0.036	0.0	0.021	0.0	0.005	0.006	0.0	0.0	0.015	0.012
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A1	CPI-CS048A34709	GLS2	0.029	0.009	0.0	0.0	0.009	0.017	0.002	0.012	0.0	0.012	0.015	0.0	0.0	0.001	0.0	0.039	0.0	0.019	0.057	0.0	0.0	0.017	0.017	0.0	0.006	0.018	0.026	0.004	0.0	0.0	0.091	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.002	0.036	0.0	0.021	0.0	0.005	0.006	0.0	0.0	0.015	0.012
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A1	CPI-CC05A802EBC	GLS2	0.029	0.009	0.0	0.0	0.009	0.017	0.002	0.012	0.0	0.012	0.015	0.0	0.0	0.001	0.0	0.039	0.0	0.019	0.057	0.0	0.0	0.017	0.017	0.0	0.006	0.018	0.026	0.004	0.0	0.0	0.091	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.002	0.036	0.0	0.021	0.0	0.005	0.006	0.0	0.0	0.015	0.012
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A1	CPI-CC086C2B918	GLS2	0.029	0.009	0.0	0.0	0.009	0.017	0.002	0.012	0.0	0.012	0.015	0.0	0.0	0.001	0.0	0.039	0.0	0.019	0.057	0.0	0.0	0.017	0.017	0.0	0.006	0.018	0.026	0.004	0.0	0.0	0.091	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.002	0.036	0.0	0.021	0.0	0.005	0.006	0.0	0.0	0.015	0.012
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A1	CPI-CS01D65FEFD	GLS2	0.029	0.009	0.0	0.0	0.009	0.017	0.002	0.012	0.0	0.012	0.015	0.0	0.0	0.001	0.0	0.039	0.0	0.019	0.057	0.0	0.0	0.017	0.017	0.0	0.006	0.018	0.026	0.004	0.0	0.0	0.091	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.002	0.036	0.0	0.021	0.0	0.005	0.006	0.0	0.0	0.015	0.012
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A1	CPI-CC0160048A0	GLS2	0.029	0.009	0.0	0.0	0.009	0.017	0.002	0.012	0.0	0.012	0.015	0.0	0.0	0.001	0.0	0.039	0.0	0.019	0.057	0.0	0.0	0.017	0.017	0.0	0.006	0.018	0.026	0.004	0.0	0.0	0.091	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.002	0.036	0.0	0.021	0.0	0.005	0.006	0.0	0.0	0.015	0.012
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A1	CPI-CC0E8B3C37F	GLS2	0.029	0.009	0.0	0.0	0.009	0.017	0.002	0.012	0.0	0.012	0.015	0.0	0.0	0.001	0.0	0.039	0.0	0.019	0.057	0.0	0.0	0.017	0.017	0.0	0.006	0.018	0.026	0.004	0.0	0.0	0.091	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.002	0.036	0.0	0.021	0.0	0.005	0.006	0.0	0.0	0.015	0.012
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A1	CPI-CC072B222EE	GLS2	0.029	0.009	0.0	0.0	0.009	0.017	0.002	0.012	0.0	0.012	0.015	0.0	0.0	0.001	0.0	0.039	0.0	0.019	0.057	0.0	0.0	0.017	0.017	0.0	0.006	0.018	0.026	0.004	0.0	0.0	0.091	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.002	0.036	0.0	0.021	0.0	0.005	0.006	0.0	0.0	0.015	0.012
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A1	CPI-CC01F565028	GLS2	0.029	0.009	0.0	0.0	0.009	0.017	0.002	0.012	0.0	0.012	0.015	0.0	0.0	0.001	0.0	0.039	0.0	0.019	0.057	0.0	0.0	0.017	0.017	0.0	0.006	0.018	0.026	0.004	0.0	0.0	0.091	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.002	0.036	0.0	0.021	0.0	0.005	0.006	0.0	0.0	0.015	0.012
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A1	CPI-CC07C08B2DE	GLS2	0.029	0.009	0.0	0.0	0.009	0.017	0.002	0.012	0.0	0.012	0.015	0.0	0.0	0.001	0.0	0.039	0.0	0.019	0.057	0.0	0.0	0.017	0.017	0.0	0.006	0.018	0.026	0.004	0.0	0.0	0.091	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.002	0.036	0.0	0.021	0.0	0.005	0.006	0.0	0.0	0.015	0.012
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A1	CPI-CS0286AF8D6	GLS2	0.029	0.009	0.0	0.0	0.009	0.017	0.002	0.012	0.0	0.012	0.015	0.0	0.0	0.001	0.0	0.039	0.0	0.019	0.057	0.0	0.0	0.017	0.017	0.0	0.006	0.018	0.026	0.004	0.0	0.0	0.091	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.002	0.036	0.0	0.021	0.0	0.005	0.006	0.0	0.0	0.015	0.012
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A1	CPI-CS0041BE443	GLS2	0.029	0.009	0.0	0.0	0.009	0.017	0.002	0.012	0.0	0.012	0.015	0.0	0.0	0.001	0.0	0.039	0.0	0.019	0.057	0.0	0.0	0.017	0.017	0.0	0.006	0.018	0.026	0.004	0.0	0.0	0.091	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.002	0.036	0.0	0.021	0.0	0.005	0.006	0.0	0.0	0.015	0.012
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A1	CPI-CS0A14FBC54	GLS2	0.029	0.009	0.0	0.0	0.009	0.017	0.002	0.012	0.0	0.012	0.015	0.0	0.0	0.001	0.0	0.039	0.0	0.019	0.057	0.0	0.0	0.017	0.017	0.0	0.006	0.018	0.026	0.004	0.0	0.0	0.091	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.002	0.036	0.0	0.021	0.0	0.005	0.006	0.0	0.0	0.015	0.012
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CS07040A8BB	GLS2	0.017	0.009	0.0	0.0	0.009	0.025	0.002	0.009	0.0	0.012	0.01	0.0	0.015	0.001	0.0	0.039	0.0	0.019	0.057	0.0	0.0	0.013	0.008	0.0	0.006	0.018	0.015	0.0	0.0	0.0	0.057	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.002	0.027	0.0	0.021	0.0	0.005	0.006	0.0	0.0	0.015	0.012
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CS0B607E7E2	GLS2	0.017	0.009	0.0	0.0	0.009	0.025	0.002	0.009	0.0	0.012	0.01	0.0	0.015	0.001	0.0	0.039	0.0	0.019	0.057	0.0	0.0	0.013	0.008	0.0	0.006	0.018	0.015	0.0	0.0	0.0	0.057	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.002	0.027	0.0	0.021	0.0	0.005	0.006	0.0	0.0	0.015	0.012
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CS0CC3AA145	GLS2	0.017	0.009	0.0	0.0	0.009	0.025	0.002	0.009	0.0	0.012	0.01	0.0	0.015	0.001	0.0	0.039	0.0	0.019	0.057	0.0	0.0	0.013	0.008	0.0	0.006	0.018	0.015	0.0	0.0	0.0	0.057	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.002	0.027	0.0	0.021	0.0	0.005	0.006	0.0	0.0	0.015	0.012
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CS01E5ABF3E	GLS2	0.017	0.009	0.0	0.0	0.009	0.025	0.002	0.009	0.0	0.012	0.01	0.0	0.015	0.001	0.0	0.039	0.0	0.019	0.057	0.0	0.0	0.013	0.008	0.0	0.006	0.018	0.015	0.0	0.0	0.0	0.057	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.002	0.027	0.0	0.021	0.0	0.005	0.006	0.0	0.0	0.015	0.012
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CC0D4DE23C7	GLS2	0.017	0.009	0.0	0.0	0.009	0.025	0.002	0.009	0.0	0.012	0.01	0.0	0.015	0.001	0.0	0.039	0.0	0.019	0.057	0.0	0.0	0.013	0.008	0.0	0.006	0.018	0.015	0.0	0.0	0.0	0.057	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.002	0.027	0.0	0.021	0.0	0.005	0.006	0.0	0.0	0.015	0.012
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CC0B810B839	GLS2	0.017	0.009	0.0	0.0	0.009	0.025	0.002	0.009	0.0	0.012	0.01	0.0	0.015	0.001	0.0	0.039	0.0	0.019	0.057	0.0	0.0	0.013	0.008	0.0	0.006	0.018	0.015	0.0	0.0	0.0	0.057	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.002	0.027	0.0	0.021	0.0	0.005	0.006	0.0	0.0	0.015	0.012
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CS053847508	GLS2	0.017	0.009	0.0	0.0	0.009	0.025	0.002	0.009	0.0	0.012	0.01	0.0	0.015	0.001	0.0	0.039	0.0	0.019	0.057	0.0	0.0	0.013	0.008	0.0	0.006	0.018	0.015	0.0	0.0	0.0	0.057	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.002	0.027	0.0	0.021	0.0	0.005	0.006	0.0	0.0	0.015	0.012
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CC0B6964744	GLS2	0.017	0.009	0.0	0.0	0.009	0.025	0.002	0.009	0.0	0.012	0.01	0.0	0.015	0.001	0.0	0.039	0.0	0.019	0.057	0.0	0.0	0.013	0.008	0.0	0.006	0.018	0.015	0.0	0.0	0.0	0.057	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.002	0.027	0.0	0.021	0.0	0.005	0.006	0.0	0.0	0.015	0.012
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CC0E3F34DEF	GLS2	0.017	0.009	0.0	0.0	0.009	0.025	0.002	0.009	0.0	0.012	0.01	0.0	0.015	0.001	0.0	0.039	0.0	0.019	0.057	0.0	0.0	0.013	0.008	0.0	0.006	0.018	0.015	0.0	0.0	0.0	0.057	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.002	0.027	0.0	0.021	0.0	0.005	0.006	0.0	0.0	0.015	0.012
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CC0DE59E92B	GLS2	0.017	0.009	0.0	0.0	0.009	0.025	0.002	0.009	0.0	0.012	0.01	0.0	0.015	0.001	0.0	0.039	0.0	0.019	0.057	0.0	0.0	0.013	0.008	0.0	0.006	0.018	0.015	0.0	0.0	0.0	0.057	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.002	0.027	0.0	0.021	0.0	0.005	0.006	0.0	0.0	0.015	0.012
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CC0C109D7DD	GLS2	0.017	0.009	0.0	0.0	0.009	0.025	0.002	0.009	0.0	0.012	0.01	0.0	0.015	0.001	0.0	0.039	0.0	0.019	0.057	0.0	0.0	0.013	0.008	0.0	0.006	0.018	0.015	0.0	0.0	0.0	0.057	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.002	0.027	0.0	0.021	0.0	0.005	0.006	0.0	0.0	0.015	0.012
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CC017AB6A86	GLS2	0.017	0.009	0.0	0.0	0.009	0.025	0.002	0.009	0.0	0.012	0.01	0.0	0.015	0.001	0.0	0.039	0.0	0.019	0.057	0.0	0.0	0.013	0.008	0.0	0.006	0.018	0.015	0.0	0.0	0.0	0.057	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.002	0.027	0.0	0.021	0.0	0.005	0.006	0.0	0.0	0.015	0.012
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CS0916EF39D	GLS2	0.017	0.009	0.0	0.0	0.009	0.025	0.002	0.009	0.0	0.012	0.01	0.0	0.015	0.001	0.0	0.039	0.0	0.019	0.057	0.0	0.0	0.013	0.008	0.0	0.006	0.018	0.015	0.0	0.0	0.0	0.057	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.002	0.027	0.0	0.021	0.0	0.005	0.006	0.0	0.0	0.015	0.012
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CS0D7A1419D	GLS2	0.017	0.009	0.0	0.0	0.009	0.025	0.002	0.009	0.0	0.012	0.01	0.0	0.015	0.001	0.0	0.039	0.0	0.019	0.057	0.0	0.0	0.013	0.008	0.0	0.006	0.018	0.015	0.0	0.0	0.0	0.057	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.002	0.027	0.0	0.021	0.0	0.005	0.006	0.0	0.0	0.015	0.012
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CS0A2EDD507	GLS2	0.017	0.009	0.0	0.0	0.009	0.025	0.002	0.009	0.0	0.012	0.01	0.0	0.015	0.001	0.0	0.039	0.0	0.019	0.057	0.0	0.0	0.013	0.008	0.0	0.006	0.018	0.015	0.0	0.0	0.0	0.057	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.002	0.027	0.0	0.021	0.0	0.005	0.006	0.0	0.0	0.015	0.012
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CS0D028DAA4	GLS2	0.029	0.009	0.0	0.0	0.009	0.025	0.002	0.014	0.0	0.012	0.015	0.0	0.015	0.001	0.0	0.039	0.0	0.019	0.0	0.0	0.0	0.017	0.017	0.0	0.006	0.018	0.026	0.004	0.0	0.0	0.075	0.0	0.0	0.0	0.0	0.156	0.0	0.008	0.0	0.0	0.0	0.0	0.002	0.036	0.0	0.021	0.0	0.005	0.006	0.0	0.0	0.015	0.012
